------------------------------------------------------------,,,,,,,,,,,,,,,
Pegasus - BAE Systems AI Labs,,,,,,,,,,,,,,,
Environment Data,,,,,,,,,,,,,,,
File created: 05/05/2017 15:53:23 (local),,,,,,,,,,,,,,,
------------------------------------------------------------,,,,,,,,,,,,,,,
Master Index,Session Index,Date (D/M/Y),Time (H:M:S),Vcc,Battery Voltage,Temperature (degC),Humidity (%),Pressure (hPa),Dust (pcs/litre),CO (ppm),CO2 (ppm),NH3 (ppm),O2(%),Sound (dB),Vibration (g)
10816,0,18/04/2017,05:32:04,4.91,12.03,8.1,65.8,1018.25,34.99,0,0,0,9.58,75.83,0.14
10817,1,18/04/2017,05:32:14,4.96,12.14,7.6,66.2,1018.3,35.3,0,0,0,9.42,99.46,0.3
10818,2,18/04/2017,05:32:24,4.96,12.16,7.6,66.4,1018.28,36.09,0,0,0,9.59,52.89,0.08
10819,3,18/04/2017,05:32:34,4.96,12.07,7.5,66.7,1018.22,39.23,0,0,48.54,9.32,53.03,0.08
10820,4,18/04/2017,05:32:44,4.94,12.07,7.5,66.8,1018.27,35.93,0,0,27.49,9.42,52.27,0.08
10821,5,18/04/2017,05:32:54,4.94,12.07,7.5,67,1018.33,37.49,0,0,21.69,9.37,52.89,0.08
10822,6,18/04/2017,05:33:04,4.96,11.99,7.5,67,1018.37,39.23,0,0,16.83,9.42,53.17,0.08
10823,7,18/04/2017,05:33:14,4.96,11.99,7.5,67.2,1018.23,42.38,0,0,14.92,9.32,52.27,0.08
10824,8,18/04/2017,05:33:24,4.91,11.93,7.5,67.2,1018.35,38.89,0,0,13.3,9.31,53.17,0.08
10825,9,18/04/2017,05:33:34,4.96,12.02,7.4,67,1018.31,37.66,0,0,11.67,9.32,52.27,0.08
10826,10,18/04/2017,05:33:44,4.94,11.98,7.4,67.2,1018.37,32.01,0,0,10.37,9.36,52.27,0.08
10827,11,18/04/2017,05:33:54,4.94,11.91,7.4,67.2,1018.41,39.06,0,0,9.35,9.42,52.27,0.08
10828,12,18/04/2017,05:34:04,4.91,11.97,7.4,67.3,1018.4,27.2,0,0,8.63,9.42,52.27,0.08
10829,13,18/04/2017,05:34:14,4.94,12.02,7.4,67.3,1018.42,24.19,0,0,8.88,9.36,52.27,0.08
10830,14,18/04/2017,05:34:24,4.94,11.9,7.4,67.3,1018.35,27.32,0,0,8.06,9.58,52.27,0.08
10831,15,18/04/2017,05:34:34,4.94,11.9,7.4,67.2,1018.38,35.15,0,0,7.46,9.58,53.17,0.08
10832,16,18/04/2017,05:34:44,4.96,11.9,7.4,67.3,1018.38,40.81,0,0,7.46,9.36,52.27,0.08
10833,17,18/04/2017,05:34:54,4.91,11.79,7.4,67.3,1018.42,24.08,0,0,6.71,9.42,52.27,0.08
10834,18,18/04/2017,05:35:04,4.91,11.82,7.4,67.4,1018.43,24.08,0,0,6.84,9.42,52.27,0.08
10835,19,18/04/2017,05:35:14,4.94,11.81,7.4,67.5,1018.48,35.15,0,0,6.41,9.36,62.56,0.08
10836,20,18/04/2017,05:35:24,4.91,11.75,7.4,67.6,1018.39,34.99,0,0,5.72,9.36,52.27,0.08
10837,21,18/04/2017,05:35:34,4.94,11.76,7.4,67.7,1018.45,39.06,0,0,6.15,9.36,52.27,0.08
10838,22,18/04/2017,05:35:44,4.96,11.74,7.4,67.8,1018.43,35.3,0,0,5.56,9.59,52.27,0.08
10839,23,18/04/2017,05:35:54,4.91,11.73,7.3,67.9,1018.46,37.33,0,0,5.6,9.36,53.17,0.08
10840,24,18/04/2017,05:36:04,4.96,11.76,7.4,67.8,1018.48,24.29,0,0,5.11,9.47,52.89,0.08
10841,25,18/04/2017,05:36:14,4.94,11.63,7.4,67.8,1018.47,39.06,0,0,5.03,9.32,52.27,0.08
10842,26,18/04/2017,05:36:24,4.91,11.69,7.4,67.9,1018.45,24.08,0,0,5.33,9.63,53.17,0.08
10843,27,18/04/2017,05:36:34,4.91,11.66,7.3,67.9,1018.45,31.87,0,0,5.3,9.43,53.03,0.08
10844,28,18/04/2017,05:36:44,4.96,11.71,7.3,67.9,1018.4,40.81,0,0,4.61,9.63,52.27,0.08
10845,29,18/04/2017,05:36:54,4.91,11.65,7.3,67.9,1018.47,20.96,0,0,4.93,9.61,52.27,0.08
10846,30,18/04/2017,05:37:05,4.91,11.59,7.3,67.8,1018.43,34.21,0.01,0,4.79,9.43,52.27,0.08
10847,31,18/04/2017,05:37:15,4.94,11.64,7.3,67.8,1018.47,32.01,0.01,0,4.26,9.58,53.03,0.08
10848,32,18/04/2017,05:37:25,4.94,11.62,7.3,67.7,1018.5,39.06,0.01,0,4.34,9.47,52.27,0.08
10849,33,18/04/2017,05:37:35,4.94,11.58,7.3,67.7,1018.48,39.06,0.01,0,4.06,9.49,53.17,0.08
10850,34,18/04/2017,05:37:45,4.91,11.53,7.4,67.7,1018.52,34.99,0.01,0,4.43,9.47,52.27,0.08
10851,35,18/04/2017,05:37:55,4.91,11.55,7.3,67.7,1018.56,38.89,0.01,0,4,9.43,52.27,0.08
10852,36,18/04/2017,05:38:05,4.91,11.6,7.4,67.6,1018.52,24.08,0.01,0,4.13,9.34,52.27,0.08
10853,37,18/04/2017,05:38:15,4.91,11.53,7.4,67.6,1018.6,31.87,0.01,0,3.93,9.43,52.27,0.08
10854,38,18/04/2017,05:38:25,4.94,11.52,7.4,67.6,1018.56,39.06,0.01,0,3.89,9.36,52.27,0.08
10855,39,18/04/2017,05:38:35,4.94,11.55,7.4,67.7,1018.53,39.06,0.01,0,4.12,9.41,52.27,0.08
10856,40,18/04/2017,05:38:45,4.96,11.57,7.4,67.6,1018.55,21.15,0.01,0,4.09,9.43,52.27,0.08
10857,41,18/04/2017,05:38:55,4.96,11.58,7.4,67.6,1018.52,35.3,0.01,0,3.66,9.47,52.27,0.08
10858,42,18/04/2017,05:39:05,4.94,11.52,7.4,67.6,1018.64,32.01,0.01,0,3.89,9.43,53.17,0.08
10859,43,18/04/2017,05:39:15,4.96,11.45,7.4,67.5,1018.52,39.23,0.01,0,3.77,9.41,52.27,0.08
10860,44,18/04/2017,05:39:25,4.91,11.55,7.4,67.5,1018.52,24.08,0.01,0,3.9,9.43,53.03,0.08
10861,45,18/04/2017,05:39:35,4.94,11.49,7.4,67.4,1018.42,39.06,0.02,0,3.9,9.43,52.13,0.09
10862,46,18/04/2017,05:39:45,4.91,11.47,7.4,67.4,1018.52,34.99,0.02,0,3.48,9.58,52.27,0.08
10863,47,18/04/2017,05:39:55,4.91,11.52,7.4,67.3,1018.53,40.44,0.02,0,3.84,9.47,68.25,0.2
10864,48,18/04/2017,05:40:05,4.91,11.47,7.5,67.4,1018.52,24.08,0.02,0,3.6,9.63,62.89,0.08
10865,49,18/04/2017,05:40:15,4.94,11.43,7.5,67.3,1018.59,32.01,0.02,0,3.41,9.63,59.45,0.08
10866,50,18/04/2017,05:40:25,4.96,11.43,7.5,67.3,1018.6,35.3,0.02,0,3.29,9.59,58.72,0.08
10867,51,18/04/2017,05:40:35,4.96,11.45,7.5,67.2,1018.52,35.3,0.02,0,3.29,9.47,57.83,0.08
10868,52,18/04/2017,05:40:45,4.94,11.48,7.5,67.2,1018.59,34.36,0.03,0,3.7,9.36,58.58,0.08
10869,53,18/04/2017,05:40:55,4.96,11.42,7.5,67.3,1018.53,39.23,0.03,0,3.23,9.43,114.93,0.12
10870,54,18/04/2017,05:41:05,4.94,11.41,7.5,67.3,1018.56,21.05,0.03,0,3.57,9.47,136.58,0.12
10871,55,18/04/2017,05:41:15,4.94,11.34,7.5,67.2,1018.58,21.05,0.03,0,3.58,9.43,94.92,0.11
10872,56,18/04/2017,05:41:25,4.94,11.37,7.5,67.1,1018.56,39.06,0.03,0,3.71,9.36,103.46,0.15
10873,57,18/04/2017,05:41:35,4.94,11.41,7.6,67.1,1018.6,36.71,0.03,0,3.44,9.58,56,0.09
10874,58,18/04/2017,05:41:45,4.94,11.44,7.6,67.1,1018.65,38.28,0.03,0,3.7,9.36,58.72,0.09
10875,59,18/04/2017,05:41:55,4.94,11.42,7.6,67.2,1018.66,39.06,0.03,0,3.38,9.36,91.74,0.09
10876,60,18/04/2017,05:42:05,4.96,11.38,7.6,67.2,1018.65,42.38,0.03,0,4.47,9.61,56.55,0.09
10877,61,18/04/2017,05:42:15,4.94,11.38,7.7,67.3,1018.69,42.19,0.03,0,4.42,9.43,104.18,0.15
10878,62,18/04/2017,05:42:25,4.94,11.42,7.7,67.4,1018.72,33.58,0.03,0,4.63,9.43,87.46,0.14
10879,63,18/04/2017,05:42:35,4.94,11.36,7.7,67.5,1018.7,35.15,0.03,0,4.41,9.47,71.48,0.11
10880,64,18/04/2017,05:42:45,4.94,11.37,7.7,67.7,1018.76,40.63,0.04,0,3.77,9.36,64.16,0.09
10881,65,18/04/2017,05:42:55,4.94,11.28,7.7,67.6,1018.67,40.63,0.04,0,3.93,9.63,62.75,0.09
10882,66,18/04/2017,05:43:05,4.94,11.36,7.7,67.5,1018.65,37.49,0.04,0,3.58,9.42,97.24,0.12
10883,67,18/04/2017,05:43:15,4.94,11.39,7.7,67.6,1018.73,37.49,0.04,0,3.87,9.36,84.81,0.1
10884,68,18/04/2017,05:43:25,4.91,11.32,7.8,67.5,1018.63,40.44,0.04,0,3.51,9.58,70.62,0.09
10885,69,18/04/2017,05:43:35,4.94,11.28,7.8,67.9,1018.67,32.01,0.04,0,3.75,9.41,60.52,0.09
10886,70,18/04/2017,05:43:45,4.94,11.31,7.8,68.2,1018.77,35.15,0.04,0,3.94,9.58,66.85,0.09
10887,71,18/04/2017,05:43:55,4.96,11.31,7.9,68.5,1018.67,35.3,0.04,0,4.05,9.34,66.85,0.09
10888,72,18/04/2017,05:44:05,4.94,11.33,7.9,68.7,1018.67,35.93,0.04,0,4.07,9.34,64.92,0.09
10889,73,18/04/2017,05:44:15,4.94,11.24,7.9,69.1,1018.7,39.06,0.04,0,3.89,9.41,75.75,0.09
10890,74,18/04/2017,05:44:25,4.91,11.36,8,69.3,1018.71,37.33,0.04,0,4.21,9.47,57.97,0.09
10891,75,18/04/2017,05:44:35,4.94,11.29,8,69.6,1018.69,24.19,0.04,0,5.3,9.42,59.45,0.09
10892,76,18/04/2017,05:44:45,4.91,11.32,8,69.9,1018.67,31.87,0.04,0,5.36,9.47,64.02,0.09
10893,77,18/04/2017,05:44:55,4.94,11.32,8,69.8,1018.7,35.15,0.04,0,5.51,9.47,66.42,0.09
10894,78,18/04/2017,05:45:05,4.94,11.27,8,69.8,1018.74,24.19,0.04,0,6.06,9.41,68.66,0.09
10895,79,18/04/2017,05:45:15,4.91,11.3,8.1,70,1018.68,37.33,0.05,0,5.42,9.42,56.41,0.09
10896,80,18/04/2017,05:45:25,4.96,11.3,8.1,70.1,1018.77,35.3,0.04,0,4.93,9.59,87.6,0.1
10897,81,18/04/2017,05:45:35,4.91,11.34,8.2,70.1,1018.76,24.08,0.05,819,4.43,9.42,87.75,0.1
10898,82,18/04/2017,05:45:45,4.96,11.28,8.2,70.2,1018.66,32.16,0.05,819,4.78,9.32,75.4,0.1
10899,83,18/04/2017,05:45:55,4.91,11.27,8.2,70.3,1018.76,34.99,0.05,819,4.77,9.42,53.03,0.09
10900,84,18/04/2017,05:46:05,4.94,11.37,8.2,70.4,1018.8,35.15,0.05,819,5.46,9.42,68.38,0.1
10901,85,18/04/2017,05:46:15,4.94,11.27,8.3,70.5,1018.72,35.15,0.04,819,5.56,9.58,68.39,0.1
10902,86,18/04/2017,05:46:25,4.96,11.24,8.3,70.5,1018.72,35.3,0.05,819,6.07,9.32,66.85,0.09
10903,87,18/04/2017,05:46:35,4.94,11.2,8.4,70.6,1018.77,35.15,0.05,819,6.46,9.42,81.22,0.11
10904,88,18/04/2017,05:46:45,4.91,11.26,8.4,70.7,1018.83,24.08,0.04,819,5.81,9.36,67.13,0.1
10905,89,18/04/2017,05:46:55,4.94,11.24,8.4,70.8,1018.76,39.06,0.05,819,6.28,9.36,82.88,0.1
10906,90,18/04/2017,05:47:05,4.94,11.23,8.4,70.9,1018.76,35.15,0.05,819,5.8,9.36,84.51,0.11
10907,91,18/04/2017,05:47:15,4.91,11.22,8.4,71.1,1018.71,34.99,0.05,819,5.71,9.31,102.39,0.1
10908,92,18/04/2017,05:47:25,4.94,11.17,8.5,71.2,1018.78,35.93,0.05,819,5.21,9.58,73.15,0.09
10909,93,18/04/2017,05:47:35,4.91,11.21,8.5,71.2,1018.75,24.08,0.05,819,5.97,9.36,65.24,0.12
10910,94,18/04/2017,05:47:45,4.94,11.14,8.6,71.8,1018.78,24.19,0.05,819,6.53,9.42,69.18,0.12
10911,95,18/04/2017,05:47:55,4.96,11.22,8.6,72.4,1018.84,32.16,0.05,819,7.18,9.39,72.49,0.12
10912,96,18/04/2017,05:48:05,4.94,11.16,8.6,72.6,1018.73,35.15,0.05,819,6.7,9.42,64.92,0.13
10913,97,18/04/2017,05:48:15,4.94,11.21,8.7,72.9,1018.69,35.15,0.06,819,5.98,9.31,67.83,0.15
10914,98,18/04/2017,05:48:25,4.91,11.17,8.7,72.5,1018.76,42,0.06,1333,6.82,9.36,81.48,0.16
10915,99,18/04/2017,05:48:35,4.94,11.18,8.7,72.4,1018.76,42.19,0.05,1333,7.43,9.42,101.7,0.41
10916,100,18/04/2017,05:48:45,4.91,11.16,8.7,72.6,1018.64,37.33,0.06,1333,6.56,9.31,69.46,0.3
10917,101,18/04/2017,05:48:55,4.91,11.18,8.8,72.5,1018.67,35.77,0.05,1333,6.72,9.47,86.08,0.43
10918,102,18/04/2017,05:49:05,4.94,11.21,8.8,72.5,1018.65,39.06,0.06,1333,6.47,9.36,79.6,0.14
10919,103,18/04/2017,05:49:15,4.91,11.14,8.8,72.4,1018.56,37.33,0.06,1333,5.42,9.37,73.29,0.13
10920,104,18/04/2017,05:49:25,4.94,11.18,8.9,72.3,1018.4,39.06,0.06,1333,6.15,9.41,76.04,0.15
10921,105,18/04/2017,05:49:35,4.91,11.11,8.9,72.2,1018.37,31.87,0.07,1333,5.76,9.41,68.79,0.19
10922,106,18/04/2017,05:49:45,4.96,11.08,8.9,71.8,1018.36,35.3,0.06,1333,6.09,9.32,71.12,0.15
10923,107,18/04/2017,05:49:55,4.94,11.13,9,72.1,1018.27,24.19,0.06,1333,5.79,9.47,70.62,0.18
10924,108,18/04/2017,05:50:05,4.94,11.12,9,72.2,1018.26,35.15,0.06,1333,5.83,9.31,68.79,0.15
10925,109,18/04/2017,05:50:15,4.94,11.12,9,71.9,1018.17,35.15,0.06,1333,5.96,9.36,72.35,0.19
10926,110,18/04/2017,05:50:25,4.94,11.14,9,72.3,1018.19,35.93,0.07,1333,4.96,9.42,73.29,0.26
10927,111,18/04/2017,05:50:35,4.91,11.06,9.1,71.7,1018.1,38.89,0.08,1333,4.29,9.36,68.38,0.17
10928,112,18/04/2017,05:50:45,4.94,11.06,9.1,70.8,1018.12,34.36,0.08,1333,4.91,9.31,64.92,0.21
10929,113,18/04/2017,05:50:55,4.94,11.02,9.1,70.5,1018.22,39.06,0.07,1333,4.71,9.42,69.32,0.16
10930,114,18/04/2017,05:51:05,4.94,11.04,9.2,70.2,1018.09,32.01,0.08,1333,4.07,9.42,67.56,0.23
10931,115,18/04/2017,05:51:15,4.91,11.04,9.2,69.5,1018.26,34.21,0.08,1333,3.9,9.34,86.27,0.16
10932,116,18/04/2017,05:51:25,4.91,11,9.2,69.2,1018.32,34.99,0.08,1333,3.88,9.58,70.73,0.2
10933,117,18/04/2017,05:51:35,4.91,11.05,9.2,68.7,1018.61,31.87,0.08,1333,3.96,9.36,64.78,0.17
10934,118,18/04/2017,05:51:45,4.91,11.03,9.3,68.9,1018.88,38.89,0.08,1333,3.63,9.34,90.01,0.22
10935,119,18/04/2017,05:51:55,4.91,11.01,9.3,68.5,1019.23,34.99,0.1,1333,3.36,9.63,81.3,0.28
10936,120,18/04/2017,05:52:05,4.94,10.99,9.3,67.9,1019.38,39.06,0.1,1333,3.6,9.43,64.78,0.19
10937,121,18/04/2017,05:52:15,4.96,10.94,9.3,67.5,1019.49,34.52,0.1,1333,3.84,9.43,69.45,0.15
10938,122,18/04/2017,05:52:25,4.91,10.96,9.4,67.8,1019.66,27.2,0.1,1333,3.95,9.43,79.21,0.22
10939,123,18/04/2017,05:52:35,4.91,10.96,9.4,67.9,1019.82,27.2,0.1,1333,3.37,9.36,69.32,0.21
10940,124,18/04/2017,05:52:46,4.94,10.9,9.4,67.3,1019.83,34.36,0.11,1333,3.12,9.63,65.68,0.12
10941,125,18/04/2017,05:52:56,4.91,10.91,9.4,66.9,1019.66,34.99,0.1,1333,3.63,9.43,77.29,0.18
10942,126,18/04/2017,05:53:06,4.96,10.94,9.4,67.2,1019.53,36.09,0.1,1333,3.49,9.36,86.87,0.26
10943,127,18/04/2017,05:53:16,4.94,10.95,9.4,66.8,1019.79,35.93,0.1,1333,3.7,9.61,87.9,0.29
10944,128,18/04/2017,05:53:26,4.91,10.88,9.5,67,1020.31,24.08,0.11,1333,3.4,9.49,87.74,0.32
10945,129,18/04/2017,05:53:36,4.94,10.91,9.5,67.3,1021.01,24.19,0.12,1333,3.23,9.36,96.84,0.36
10946,130,18/04/2017,05:53:46,4.94,10.87,9.5,66.7,1021.12,34.36,0.11,1333,2.86,9.63,93.35,0.33
10947,131,18/04/2017,05:53:56,4.91,10.88,9.5,65.6,1021.2,20.96,0.12,1333,3.17,9.63,95.15,0.25
10948,132,18/04/2017,05:54:06,4.91,10.86,9.6,65.1,1021.91,24.08,0.13,1333,2.73,9.42,99.62,0.49
10949,133,18/04/2017,05:54:16,4.94,10.92,9.6,64.7,1021.98,32.01,0.13,1333,2.83,9.34,94.11,0.47
10950,134,18/04/2017,05:54:26,4.94,10.94,9.6,64.6,1021.68,21.05,0.14,1333,2.71,9.63,89.46,0.55
10951,135,18/04/2017,05:54:36,4.94,10.86,9.6,64.4,1021.3,21.05,0.13,1333,2.81,9.36,97.09,0.53
10952,136,18/04/2017,05:54:46,4.94,10.87,9.6,64.4,1021.24,24.19,0.15,1333,2.52,9.43,78.23,0.17
10953,137,18/04/2017,05:54:56,4.91,10.91,9.6,64.4,1021.11,24.08,0.13,1333,4.1,9.36,94.35,0.2
10954,138,18/04/2017,05:55:06,4.91,10.82,9.6,65.1,1021.19,34.99,0.12,1333,6.78,9.41,87.9,0.4
10955,139,18/04/2017,05:55:16,4.91,10.87,9.7,65.8,1021.58,35.77,0.11,1333,5.8,9.58,90.95,0.37
10956,140,18/04/2017,05:55:26,4.94,10.84,9.7,66.2,1021.13,27.32,0.13,1333,4.77,9.42,90.82,0.53
10957,141,18/04/2017,05:55:36,4.91,10.8,9.7,65.1,1020.94,38.89,0.14,1333,3.99,9.42,100.1,0.5
10958,142,18/04/2017,05:55:46,4.91,10.87,9.7,64.4,1020.79,24.08,0.14,1333,3.5,9.58,93.12,0.52
10959,143,18/04/2017,05:55:56,4.91,10.87,9.7,63.8,1020.31,31.87,0.15,1333,3.06,9.34,96.43,0.52
10960,144,18/04/2017,05:56:06,4.94,10.81,9.7,63.6,1019.82,21.05,0.16,1333,2.95,9.47,121.69,0.73
10961,145,18/04/2017,05:56:16,4.94,10.81,9.8,63.4,1019.13,27.32,0.14,1333,3.1,9.34,102.07,0.44
10962,146,18/04/2017,05:56:26,4.91,10.79,9.7,63.4,1018.53,36.55,0.13,1333,2.54,9.58,121.84,0.34
10963,147,18/04/2017,05:56:36,4.94,10.77,9.8,63.4,1018.49,35.15,0.14,1333,3.03,9.41,92.36,0.34
10964,148,18/04/2017,05:56:46,4.96,10.78,9.8,63.5,1019.21,33.73,0.16,1333,2.53,9.34,95.41,0.3
10965,149,18/04/2017,05:56:56,4.94,10.8,9.8,63.4,1020.41,35.15,0.16,1333,3.03,9.43,103.87,0.44
10966,150,18/04/2017,05:57:06,4.94,10.77,9.8,63.3,1021.6,42.19,0.15,1333,2.86,9.61,109.96,0.5
10967,151,18/04/2017,05:57:16,4.94,10.78,9.8,63.2,1022.88,35.15,0.16,1333,2.63,9.43,116.87,0.51
10968,152,18/04/2017,05:57:26,4.94,10.8,9.8,63.2,1024.14,35.15,0.16,1333,2.86,9.58,123.23,0.59
10969,153,18/04/2017,05:57:36,4.96,10.81,9.8,63.3,1024.99,35.3,0.18,1333,2.74,9.63,136.72,0.83
10970,154,18/04/2017,05:57:46,4.91,10.73,9.8,63.2,1025.97,34.99,0.16,1333,2.6,9.36,91.08,0.27
10971,155,18/04/2017,05:57:56,4.94,10.79,9.8,63.3,1026.15,32.01,0.16,1333,2.74,9.58,131.26,0.57
10972,156,18/04/2017,05:58:06,4.94,10.86,9.8,63.2,1025.9,39.06,0.17,1333,2.57,9.47,129.52,0.61
10973,157,18/04/2017,05:58:16,4.91,10.82,9.8,63.3,1025.47,35.77,0.17,1333,2.57,9.43,101.6,0.46
10974,158,18/04/2017,05:58:26,4.91,10.76,9.8,63.2,1025.19,42,0.19,1333,2.57,9.58,103.29,0.38
10975,159,18/04/2017,05:58:36,4.91,10.84,9.8,63.1,1024.87,31.87,0.17,1333,2.29,9.43,99.46,0.37
10976,160,18/04/2017,05:58:46,4.96,10.76,9.8,63.1,1024.69,39.23,0.17,1333,2.69,9.36,91.74,0.45
10977,161,18/04/2017,05:58:56,4.91,10.81,9.8,63,1024.45,34.99,0.17,1333,2.1,9.36,91.74,0.29
10978,162,18/04/2017,05:59:06,4.91,10.72,9.8,62.9,1023.73,38.89,0.19,1333,2.58,9.42,93.35,0.37
10979,163,18/04/2017,05:59:16,4.96,10.78,9.8,62.7,1022.84,35.3,0.19,1333,2.11,9.47,99.66,0.45
10980,164,18/04/2017,05:59:26,4.96,10.87,9.8,62.6,1022.41,39.23,0.21,1333,2.11,9.47,98.44,0.47
10981,165,18/04/2017,05:59:36,4.96,10.77,9.8,62.5,1022.09,39.23,0.21,1333,2.25,9.32,104.5,0.27
10982,166,18/04/2017,05:59:46,4.91,10.82,9.8,62.4,1021.92,31.87,0.22,1333,2.11,9.47,100.02,0.47
10983,167,18/04/2017,05:59:56,4.91,10.78,9.8,62.4,1021.39,34.99,0.2,1333,2.31,9.58,136.85,0.67
10984,168,18/04/2017,06:00:06,4.94,10.8,9.8,62.3,1021.03,24.19,0.22,1333,2.42,9.31,100.84,0.47
10985,169,18/04/2017,06:00:16,4.96,10.82,9.9,62.5,1020.38,42.38,0.2,1333,2.58,9.42,94.8,0.39
10986,170,18/04/2017,06:00:26,4.94,10.78,9.8,62.3,1019.89,35.93,0.22,1333,2.42,9.47,95.84,0.29
10987,171,18/04/2017,06:00:36,4.94,10.78,9.8,62.1,1019.44,24.19,0.21,1333,2.32,9.58,98.3,0.32
10988,172,18/04/2017,06:00:46,4.94,10.75,9.9,62,1019.1,35.15,0.21,1333,2.31,9.31,96.59,0.36
10989,173,18/04/2017,06:00:56,4.96,10.79,9.9,61.9,1018.96,39.23,0.22,1333,2.43,9.36,109.89,0.26
10990,174,18/04/2017,06:01:06,4.91,10.78,9.9,62,1019.16,31.87,0.22,1333,2.43,9.31,95.84,0.4
10991,175,18/04/2017,06:01:16,4.91,10.73,9.9,61.9,1018.94,34.99,0.22,1333,2.29,9.36,97.81,0.37
10992,176,18/04/2017,06:01:26,4.96,10.71,9.9,62,1018.36,35.3,0.22,1333,2.71,9.47,100.06,0.26
10993,177,18/04/2017,06:01:36,4.91,10.74,9.8,61.8,1018.36,37.33,0.25,1333,2.27,9.42,112.71,0.49
10994,178,18/04/2017,06:01:46,4.94,10.69,9.8,61.8,1018.88,40.63,0.21,1333,2.44,9.36,116.87,0.64
10995,179,18/04/2017,06:01:56,4.94,10.65,9.8,61.7,1018.41,42.19,0.22,1333,2.33,9.38,136.58,0.6
10996,180,18/04/2017,06:02:06,4.91,10.76,9.8,61.7,1017.28,38.89,0.23,1333,2.44,9.34,98.13,0.35
10997,181,18/04/2017,06:02:16,4.91,10.73,9.8,61.8,1016.06,37.33,0.23,1333,2.24,9.34,115.04,0.52
10998,182,18/04/2017,06:02:26,4.91,10.72,9.9,62,1014.89,38.89,0.26,1333,2.43,9.36,136.72,0.7
10999,183,18/04/2017,06:02:36,4.96,10.78,9.8,61.7,1013.88,39.23,0.23,1333,2.13,9.43,99.4,0.36
11000,184,18/04/2017,06:02:46,4.96,10.76,9.9,61.8,1013.25,35.3,0.26,1333,2.18,9.42,100.06,0.34
11001,185,18/04/2017,06:02:56,4.94,10.76,9.8,61.6,1013.49,24.19,0.27,1333,2.19,9.42,102.25,0.56
11002,186,18/04/2017,06:03:06,4.94,10.65,9.8,61.7,1014.33,34.36,0.24,1333,2.08,9.31,112.37,0.61
11003,187,18/04/2017,06:03:16,4.91,10.79,9.9,61.9,1015.35,34.99,0.26,1333,2.07,9.42,135.39,0.57
11004,188,18/04/2017,06:03:26,4.96,10.68,9.9,62,1016.46,24.29,0.27,1333,2.43,9.32,124.06,0.51
11005,189,18/04/2017,06:03:36,4.96,10.7,9.9,61.9,1017.41,39.23,0.27,1333,2.07,9.47,132.09,0.7
11006,190,18/04/2017,06:03:46,4.94,10.68,9.8,61.7,1018.36,39.06,0.27,1333,2.38,9.31,109.16,0.55
11007,191,18/04/2017,06:03:56,4.91,10.73,9.9,61.7,1018.68,27.2,0.26,1333,2.72,9.31,132.09,0.77
11008,192,18/04/2017,06:04:06,4.91,10.63,9.9,61.9,1018.58,34.99,0.27,1333,2.72,9.47,106,0.45
11009,193,18/04/2017,06:04:16,4.91,10.69,9.9,61.9,1017.99,38.89,0.24,1333,2.46,9.38,99.66,0.26
11010,194,18/04/2017,06:04:26,4.91,10.71,9.9,61.7,1017.69,34.21,0.23,1333,3.39,9.36,110.53,0.46
11011,195,18/04/2017,06:04:36,4.94,10.63,9.9,62.4,1017.35,39.06,0.25,1333,2.67,9.36,102.34,0.36
11012,196,18/04/2017,06:04:46,4.94,10.63,9.9,62.3,1016.93,37.49,0.24,1333,2.5,9.43,104.67,0.38
11013,197,18/04/2017,06:04:56,4.91,10.65,10,62,1016.81,24.08,0.24,1333,2.83,9.31,106.49,0.61
11014,198,18/04/2017,06:05:06,4.94,10.57,9.9,61.8,1017.12,39.06,0.24,1333,2.78,9.43,105.73,0.5
11015,199,18/04/2017,06:05:16,4.91,10.63,10,61.8,1017.65,31.87,0.26,1333,2.71,9.58,136.72,0.87
11016,200,18/04/2017,06:05:26,4.94,10.56,9.9,61.7,1017.93,35.93,0.26,1333,2.35,9.36,132.99,0.71
11017,201,18/04/2017,06:05:36,4.96,10.51,9.9,61.6,1018.45,39.23,0.29,1333,2.35,9.47,136.72,0.7
11018,202,18/04/2017,06:05:46,4.91,10.56,9.9,61.6,1019.25,34.99,0.24,1333,2.58,9.63,131.45,0.47
11019,203,18/04/2017,06:05:56,4.94,10.59,9.9,61.6,1020.34,27.32,0.24,1333,2.64,9.36,136.85,0.79
11020,204,18/04/2017,06:06:06,4.91,10.58,9.9,61.5,1021.31,20.96,0.24,1333,2.58,9.6,136.85,1.13
11021,205,18/04/2017,06:06:16,4.94,10.52,9.9,61.4,1022.32,35.15,0.28,1333,2.85,9.63,115.48,0.6
11022,206,18/04/2017,06:06:26,4.91,10.56,9.9,61.4,1022.85,34.21,0.29,1333,2.64,9.63,118.33,0.54
11023,207,18/04/2017,06:06:36,4.94,10.47,9.9,61.3,1022.97,24.19,0.25,1333,2.53,9.43,108.94,0.34
11024,208,18/04/2017,06:06:46,4.94,10.47,10,61.3,1023.03,34.36,0.29,1333,2.79,9.47,134.63,0.31
11025,209,18/04/2017,06:06:56,4.91,10.52,9.9,61.2,1022.98,34.21,0.29,1333,2.36,9.58,136.72,0.76
11026,210,18/04/2017,06:07:07,4.94,10.51,10,61.1,1022.83,39.06,0.32,1333,2.73,9.47,109.52,0.52
